X	X0	ensg	hgnc_symbol	chromosome_name
ENSG00000131165	18507	ENSG00000131165_CHMP1A	ENSG00000131165	CHMP1A	16
ENSG00000167523	18508	ENSG00000167523_SPATA33	ENSG00000167523	SPATA33	16
ENSG00000185324	18509	ENSG00000185324_CDK10	ENSG00000185324	CDK10	16
ENSG00000260259	18510	ENSG00000260259_RP11-368I7.4	ENSG00000260259	LINC02166	16
ENSG00000158792	18511	ENSG00000158792_SPATA2L	ENSG00000158792	SPATA2L	16
ENSG00000075399	18512	ENSG00000075399_VPS9D1	ENSG00000075399	VPS9D1	16
ENSG00000261373	18513	ENSG00000261373_VPS9D1-AS1	ENSG00000261373	VPS9D1-AS1	16
ENSG00000158805	18514	ENSG00000158805_ZNF276	ENSG00000158805	ZNF276	16
ENSG00000187741	18515	ENSG00000187741_FANCA	ENSG00000187741	FANCA	16
ENSG00000204991	18516	ENSG00000204991_SPIRE2	ENSG00000204991	SPIRE2	16
ENSG00000141002	18517	ENSG00000141002_TCF25	ENSG00000141002	TCF25	16
ENSG00000258839	18518	ENSG00000258839_MC1R	ENSG00000258839	MC1R	16
ENSG00000259006	18519	ENSG00000259006_RP11-566K11.4	ENSG00000259006		16
ENSG00000258947	18520	ENSG00000258947_TUBB3	ENSG00000258947	TUBB3	16
ENSG00000140995	18521	ENSG00000140995_DEF8	ENSG00000140995	DEF8	16
ENSG00000261317	18522	ENSG00000261317_RP11-566K11.5	ENSG00000261317	NA	NA
ENSG00000177946	18523	ENSG00000177946_CENPBD1	ENSG00000177946	CENPBD1	16
ENSG00000003249	18524	ENSG00000003249_DBNDD1	ENSG00000003249	DBNDD1	16
ENSG00000141013	18525	ENSG00000141013_GAS8	ENSG00000141013	GAS8	16
ENSG00000221819	18526	ENSG00000221819_C16orf3	ENSG00000221819	GAS8-AS1	16
ENSG00000126856	18527	ENSG00000126856_PRDM7	ENSG00000126856	PRDM7	16
ENSG00000260507	18528	ENSG00000260507_RP11-356C4.3	ENSG00000260507		16
ENSG00000261172	18529	ENSG00000261172_RP11-356C4.5	ENSG00000261172		16
ENSG00000260923	18530	ENSG00000260923_AC137934.1	ENSG00000260923	LINC02193	16
ENSG00000181031	18531	ENSG00000181031_RPH3AL	ENSG00000181031	RPH3AL	17
ENSG00000262920	18532	ENSG00000262920_RP11-1260E13.1	ENSG00000262920		17
ENSG00000262294	18533	ENSG00000262294_RP11-1260E13.2	ENSG00000262294		17
ENSG00000241525	18534	ENSG00000241525_AC108004.3	ENSG00000241525		17
ENSG00000187624	18535	ENSG00000187624_C17orf97	ENSG00000187624	C17orf97	17
ENSG00000183688	18536	ENSG00000183688_FAM101B	ENSG00000183688	RFLNB	17
ENSG00000141252	18537	ENSG00000141252_VPS53	ENSG00000141252	VPS53	17
ENSG00000263300	18538	ENSG00000263300_RP5-1029F21.4	ENSG00000263300		17
ENSG00000262905	18539	ENSG00000262905_RP5-1029F21.2	ENSG00000262905		17
ENSG00000167695	18540	ENSG00000167695_FAM57A	ENSG00000167695	FAM57A	17
ENSG00000179409	18541	ENSG00000179409_GEMIN4	ENSG00000179409	GEMIN4	17
ENSG00000167699	18542	ENSG00000167699_GLOD4	ENSG00000167699	GLOD4	17
ENSG00000262228	18543	ENSG00000262228_RP11-676J12.4	ENSG00000262228		17
ENSG00000171861	18544	ENSG00000171861_RNMTL1	ENSG00000171861	MRM3	17
ENSG00000262434	18545	ENSG00000262434_RP11-676J12.8	ENSG00000262434		17
ENSG00000167693	18546	ENSG00000167693_NXN	ENSG00000167693	NXN	17
ENSG00000262003	18547	ENSG00000262003_RP11-676J12.7	ENSG00000262003		17
ENSG00000177370	18548	ENSG00000177370_TIMM22	ENSG00000177370	TIMM22	17
ENSG00000159842	18549	ENSG00000159842_ABR	ENSG00000159842	ABR	17
ENSG00000108953	18550	ENSG00000108953_YWHAE	ENSG00000108953	YWHAE	17
ENSG00000167193	18551	ENSG00000167193_CRK	ENSG00000167193	CRK	17
ENSG00000262777	18552	ENSG00000262777_RP11-818O24.3	ENSG00000262777		17
ENSG00000197879	18553	ENSG00000197879_MYO1C	ENSG00000197879	MYO1C	17
ENSG00000132376	18554	ENSG00000132376_INPP5K	ENSG00000132376	INPP5K	17
ENSG00000236618	18555	ENSG00000236618_PITPNA-AS1	ENSG00000236618	PITPNA-AS1	17
ENSG00000174238	18556	ENSG00000174238_PITPNA	ENSG00000174238	PITPNA	17
ENSG00000167703	18557	ENSG00000167703_SLC43A2	ENSG00000167703	SLC43A2	17
ENSG00000074660	18558	ENSG00000074660_SCARF1	ENSG00000074660	SCARF1	17
ENSG00000167705	18559	ENSG00000167705_RILP	ENSG00000167705	RILP	17
ENSG00000174231	18560	ENSG00000174231_PRPF8	ENSG00000174231	PRPF8	17
ENSG00000185561	18561	ENSG00000185561_TLCD2	ENSG00000185561	TLCD2	17
ENSG00000186594	18562	ENSG00000186594_MIR22HG	ENSG00000186594	MIR22HG	17
ENSG00000167716	18563	ENSG00000167716_WDR81	ENSG00000167716	WDR81	17
ENSG00000262791	18564	ENSG00000262791_RP11-961A15.1	ENSG00000262791		17
ENSG00000167711	18565	ENSG00000167711_SERPINF2	ENSG00000167711	SERPINF2	17
ENSG00000132386	18566	ENSG00000132386_SERPINF1	ENSG00000132386	SERPINF1	17
ENSG00000186532	18567	ENSG00000186532_SMYD4	ENSG00000186532	SMYD4	17
ENSG00000132383	18568	ENSG00000132383_RPA1	ENSG00000132383	RPA1	17
ENSG00000185924	18569	ENSG00000185924_RTN4RL1	ENSG00000185924	RTN4RL1	17
ENSG00000108963	18570	ENSG00000108963_DPH1	ENSG00000108963	DPH1	17
ENSG00000262664	18571	ENSG00000262664_OVCA2	ENSG00000262664	OVCA2	17
ENSG00000262533	18572	ENSG00000262533_RP11-667K14.4	ENSG00000262533		17
ENSG00000263050	18573	ENSG00000263050_RP11-667K14.3	ENSG00000263050		17
ENSG00000177374	18574	ENSG00000177374_HIC1	ENSG00000177374	HIC1	17
ENSG00000070366	18575	ENSG00000070366_SMG6	ENSG00000070366	SMG6	17
ENSG00000167720	18576	ENSG00000167720_SRR	ENSG00000167720	SRR	17
ENSG00000167721	18577	ENSG00000167721_TSR1	ENSG00000167721	TSR1	17
ENSG00000141258	18578	ENSG00000141258_SGSM2	ENSG00000141258	SGSM2	17
ENSG00000263345	18579	ENSG00000263345_RP1-59D14.5	ENSG00000263345		17
ENSG00000070444	18580	ENSG00000070444_MNT	ENSG00000070444	MNT	17
ENSG00000262456	18581	ENSG00000262456_RP1-59D14.1	ENSG00000262456		17
ENSG00000127804	18582	ENSG00000127804_METTL16	ENSG00000127804	METTL16	17
ENSG00000007168	18583	ENSG00000007168_PAFAH1B1	ENSG00000007168	PAFAH1B1	17
ENSG00000272770	18584	ENSG00000272770_RP11-74E22.5	ENSG00000272770		17
ENSG00000272911	18585	ENSG00000272911_RP11-74E22.6	ENSG00000272911		17
ENSG00000132361	18586	ENSG00000132361_CLUH	ENSG00000132361	CLUH	17
ENSG00000262050	18587	ENSG00000262050_RP11-74E22.3	ENSG00000262050		17
ENSG00000132359	18588	ENSG00000132359_RAP1GAP2	ENSG00000132359	RAP1GAP2	17
ENSG00000141255	18589	ENSG00000141255_SPATA22	ENSG00000141255	SPATA22	17
ENSG00000108381	18590	ENSG00000108381_ASPA	ENSG00000108381	ASPA	17
ENSG00000167723	18591	ENSG00000167723_TRPV3	ENSG00000167723	TRPV3	17
ENSG00000262304	18592	ENSG00000262304_SHPK	ENSG00000262304		17
ENSG00000196689	18593	ENSG00000196689_TRPV1	ENSG00000196689	TRPV1	17
ENSG00000197417	18594	ENSG00000197417_SHPK	ENSG00000197417	SHPK	17
ENSG00000040531	18595	ENSG00000040531_CTNS	ENSG00000040531	CTNS	17
ENSG00000262903	18596	ENSG00000262903_RP11-235E17.6	ENSG00000262903		17
ENSG00000213977	18597	ENSG00000213977_TAX1BP3	ENSG00000213977	TAX1BP3	17
ENSG00000257950	18598	ENSG00000257950_P2RX5-TAX1BP3	ENSG00000257950	P2RX5-TAX1BP3	17
ENSG00000127774	18599	ENSG00000127774_EMC6	ENSG00000127774	EMC6	17
ENSG00000083454	18600	ENSG00000083454_P2RX5	ENSG00000083454	P2RX5	17
ENSG00000083457	18601	ENSG00000083457_ITGAE	ENSG00000083457	ITGAE	17
ENSG00000262692	18602	ENSG00000262692_CTD-3195I5.3	ENSG00000262692		17
ENSG00000177602	18603	ENSG00000177602_GSG2	ENSG00000177602	HASPIN	17
ENSG00000262358	18604	ENSG00000262358_CTD-3195I5.4	ENSG00000262358		17
ENSG00000262194	18605	ENSG00000262194_CTD-3195I5.5	ENSG00000262194	NA	NA
ENSG00000262758	18606	ENSG00000262758_CTD-3195I5.1	ENSG00000262758	NA	NA
ENSG00000074356	18607	ENSG00000074356_C17orf85	ENSG00000074356	NCBP3	17
ENSG00000004660	18608	ENSG00000004660_CAMKK1	ENSG00000004660	CAMKK1	17
ENSG00000108405	18609	ENSG00000108405_P2RX1	ENSG00000108405	P2RX1	17
ENSG00000074370	18610	ENSG00000074370_ATP2A3	ENSG00000074370	ATP2A3	17
ENSG00000074755	18611	ENSG00000074755_ZZEF1	ENSG00000074755	ZZEF1	17
ENSG00000167740	18612	ENSG00000167740_CYB5D2	ENSG00000167740	CYB5D2	17
ENSG00000185722	18613	ENSG00000185722_ANKFY1	ENSG00000185722	ANKFY1	17
ENSG00000263165	18614	ENSG00000263165_RP11-810M2.2	ENSG00000263165		17
ENSG00000132388	18615	ENSG00000132388_UBE2G1	ENSG00000132388	UBE2G1	17
ENSG00000262823	18616	ENSG00000262823_RP13-580F15.2	ENSG00000262823		17
ENSG00000183018	18617	ENSG00000183018_SPNS2	ENSG00000183018		17
ENSG00000132382	18618	ENSG00000132382_MYBBP1A	ENSG00000132382	MYBBP1A	17
ENSG00000167741	18619	ENSG00000167741_GGT6	ENSG00000167741	GGT6	17
ENSG00000188176	18620	ENSG00000188176_SMTNL2	ENSG00000188176	SMTNL2	17
ENSG00000161905	18621	ENSG00000161905_ALOX15	ENSG00000161905	ALOX15	17
ENSG00000141456	18622	ENSG00000141456_PELP1	ENSG00000141456	PELP1	17
ENSG00000235085	18623	ENSG00000235085_AC091153.4	ENSG00000235085		17
ENSG00000244184	18624	ENSG00000244184_RP11-314A20.2	ENSG00000244184		17
ENSG00000141480	18625	ENSG00000141480_ARRB2	ENSG00000141480	ARRB2	17
ENSG00000161920	18626	ENSG00000161920_MED11	ENSG00000161920	MED11	17
ENSG00000261898	18627	ENSG00000261898_RP11-314A20.5	ENSG00000261898		17
ENSG00000161921	18628	ENSG00000161921_CXCL16	ENSG00000161921	CXCL16	17
ENSG00000141497	18629	ENSG00000141497_ZMYND15	ENSG00000141497	ZMYND15	17
ENSG00000142484	18630	ENSG00000142484_TM4SF5	ENSG00000142484	TM4SF5	17
ENSG00000182853	18631	ENSG00000182853_VMO1	ENSG00000182853	VMO1	17
ENSG00000182327	18632	ENSG00000182327_GLTPD2	ENSG00000182327	GLTPD2	17
ENSG00000142507	18633	ENSG00000142507_PSMB6	ENSG00000142507	PSMB6	17
ENSG00000262165	18634	ENSG00000262165_RP11-81A22.5	ENSG00000262165		17
ENSG00000129219	18635	ENSG00000129219_PLD2	ENSG00000129219	PLD2	17
ENSG00000141503	18636	ENSG00000141503_MINK1	ENSG00000141503	MINK1	17
ENSG00000108556	18637	ENSG00000108556_CHRNE	ENSG00000108556	CHRNE	17
ENSG00000205710	18638	ENSG00000205710_C17orf107	ENSG00000205710	C17orf107	17
ENSG00000185245	18639	ENSG00000185245_GP1BA	ENSG00000185245	GP1BA	17
ENSG00000108528	18640	ENSG00000108528_SLC25A11	ENSG00000108528	SLC25A11	17
ENSG00000108523	18641	ENSG00000108523_RNF167	ENSG00000108523	RNF167	17
ENSG00000108518	18642	ENSG00000108518_PFN1	ENSG00000108518	PFN1	17
ENSG00000108515	18643	ENSG00000108515_ENO3	ENSG00000108515	ENO3	17
ENSG00000091640	18644	ENSG00000091640_SPAG7	ENSG00000091640	SPAG7	17
ENSG00000108509	18645	ENSG00000108509_CAMTA2	ENSG00000108509	CAMTA2	17
ENSG00000262429	18646	ENSG00000262429_RP5-1050D4.3	ENSG00000262429		17
ENSG00000234203	18647	ENSG00000234203_RP5-1050D4.2	ENSG00000234203		17
ENSG00000262678	18648	ENSG00000262678_RP5-1050D4.4	ENSG00000262678		17
ENSG00000262227	18649	ENSG00000262227_RP5-1050D4.5	ENSG00000262227		17
ENSG00000196388	18650	ENSG00000196388_INCA1	ENSG00000196388	INCA1	17
ENSG00000129250	18651	ENSG00000129250_KIF1C	ENSG00000129250	KIF1C	17
ENSG00000227495	18652	ENSG00000227495_AC109333.10	ENSG00000227495		17
ENSG00000132517	18653	ENSG00000132517_SLC52A1	ENSG00000132517	SLC52A1	17
ENSG00000167840	18654	ENSG00000167840_ZNF232	ENSG00000167840	ZNF232	17
ENSG00000129204	18655	ENSG00000129204_USP6	ENSG00000129204	USP6	17
ENSG00000180626	18656	ENSG00000180626_ZNF594	ENSG00000180626	ZNF594	17
ENSG00000261879	18657	ENSG00000261879_RP11-333E1.1	ENSG00000261879		17
ENSG00000161929	18658	ENSG00000161929_SCIMP	ENSG00000161929	SCIMP	17
ENSG00000263164	18659	ENSG00000263164_RP11-333E1.2	ENSG00000263164		17
ENSG00000029725	18660	ENSG00000029725_RABEP1	ENSG00000029725	RABEP1	17
ENSG00000108559	18661	ENSG00000108559_NUP88	ENSG00000108559	NUP88	17
ENSG00000263220	18662	ENSG00000263220_RP11-420A6.2	ENSG00000263220		17
ENSG00000129197	18663	ENSG00000129197_RPAIN	ENSG00000129197	RPAIN	17
ENSG00000263272	18664	ENSG00000263272_CTC-524C5.2	ENSG00000263272		17
ENSG00000108561	18665	ENSG00000108561_C1QBP	ENSG00000108561	C1QBP	17
ENSG00000005100	18666	ENSG00000005100_DHX33	ENSG00000005100	DHX33	17
ENSG00000262099	18667	ENSG00000262099_CTC-524C5.5	ENSG00000262099		17
ENSG00000072849	18668	ENSG00000072849_DERL2	ENSG00000072849	DERL2	17
ENSG00000167842	18669	ENSG00000167842_MIS12	ENSG00000167842	MIS12	17
ENSG00000091592	18670	ENSG00000091592_NLRP1	ENSG00000091592	NLRP1	17
ENSG00000179314	18671	ENSG00000179314_WSCD1	ENSG00000179314	WSCD1	17
ENSG00000129221	18672	ENSG00000129221_AIPL1	ENSG00000129221	AIPL1	17
ENSG00000129195	18673	ENSG00000129195_FAM64A	ENSG00000129195	PIMREG	17
ENSG00000091622	18674	ENSG00000091622_PITPNM3	ENSG00000091622	PITPNM3	17
ENSG00000198920	18675	ENSG00000198920_KIAA0753	ENSG00000198920	KIAA0753	17
ENSG00000129235	18676	ENSG00000129235_TXNDC17	ENSG00000129235	TXNDC17	17
ENSG00000108590	18677	ENSG00000108590_MED31	ENSG00000108590	MED31	17
ENSG00000212734	18678	ENSG00000212734_C17orf100	ENSG00000212734	NA	NA
ENSG00000261996	18679	ENSG00000261996_CTC-281F24.1	ENSG00000261996		17
ENSG00000141485	18680	ENSG00000141485_SLC13A5	ENSG00000141485	SLC13A5	17
ENSG00000132530	18681	ENSG00000132530_XAF1	ENSG00000132530	XAF1	17
ENSG00000167858	18682	ENSG00000167858_TEKT1	ENSG00000167858	TEKT1	17
ENSG00000215067	18683	ENSG00000215067_AC027763.2	ENSG00000215067	ALOX12-AS1	17
ENSG00000263316	18684	ENSG00000263316_RP11-530N7.3	ENSG00000263316		17
ENSG00000262089	18685	ENSG00000262089_RP11-589P10.5	ENSG00000262089		17
ENSG00000108839	18686	ENSG00000108839_ALOX12	ENSG00000108839	ALOX12	17
ENSG00000219200	18687	ENSG00000219200_RNASEK	ENSG00000219200	RNASEK	17
ENSG00000269871	18688	ENSG00000269871_AC040977.1	ENSG00000269871	NA	NA
ENSG00000161939	18689	ENSG00000161939_RNASEK-C17orf49	ENSG00000161939	RNASEK-C17orf49	17
ENSG00000258315	18690	ENSG00000258315_C17orf49	ENSG00000258315	C17orf49	17
ENSG00000267532	18691	ENSG00000267532_MIR497HG	ENSG00000267532	MIR497HG	17
ENSG00000161940	18692	ENSG00000161940_BCL6B	ENSG00000161940	BCL6B	17
ENSG00000174327	18693	ENSG00000174327_SLC16A13	ENSG00000174327	SLC16A13	17
ENSG00000132514	18694	ENSG00000132514_CLEC10A	ENSG00000132514	CLEC10A	17
ENSG00000141505	18695	ENSG00000141505_ASGR1	ENSG00000141505	ASGR1	17
ENSG00000132535	18696	ENSG00000132535_DLG4	ENSG00000132535	DLG4	17
ENSG00000072778	18697	ENSG00000072778_ACADVL	ENSG00000072778	ACADVL	17
ENSG00000004975	18698	ENSG00000004975_DVL2	ENSG00000004975	DVL2	17
ENSG00000040633	18699	ENSG00000040633_PHF23	ENSG00000040633	PHF23	17
ENSG00000170296	18700	ENSG00000170296_GABARAP	ENSG00000170296	GABARAP	17
ENSG00000175826	18701	ENSG00000175826_CTDNEP1	ENSG00000175826	CTDNEP1	17
ENSG00000170291	18702	ENSG00000170291_ELP5	ENSG00000170291	ELP5	17
ENSG00000181885	18703	ENSG00000181885_CLDN7	ENSG00000181885	CLDN7	17
ENSG00000181856	18704	ENSG00000181856_SLC2A4	ENSG00000181856	SLC2A4	17
ENSG00000263342	18705	ENSG00000263342_RP1-4G17.2	ENSG00000263342		17
ENSG00000006047	18706	ENSG00000006047_YBX2	ENSG00000006047	YBX2	17
ENSG00000132507	18707	ENSG00000132507_EIF5A	ENSG00000132507	EIF5A	17
ENSG00000132522	18708	ENSG00000132522_GPS2	ENSG00000132522	GPS2	17
ENSG00000261915	18709	ENSG00000261915_RP11-542C16.2	ENSG00000261915		17
ENSG00000215041	18710	ENSG00000215041_NEURL4	ENSG00000215041	NEURL4	17
ENSG00000072818	18711	ENSG00000072818_ACAP1	ENSG00000072818	ACAP1	17
ENSG00000213859	18712	ENSG00000213859_KCTD11	ENSG00000213859	KCTD11	17
ENSG00000263171	18713	ENSG00000263171_RP11-542C16.1	ENSG00000263171		17
ENSG00000182896	18714	ENSG00000182896_TMEM95	ENSG00000182896	TMEM95	17
ENSG00000174292	18715	ENSG00000174292_TNK1	ENSG00000174292	TNK1	17
ENSG00000187838	18716	ENSG00000187838_TMEM256-PLSCR3	ENSG00000187838	PLSCR3	17
ENSG00000205544	18717	ENSG00000205544_TMEM256	ENSG00000205544	TMEM256	17
ENSG00000169992	18718	ENSG00000169992_NLGN2	ENSG00000169992	NLGN2	17
ENSG00000181323	18719	ENSG00000181323_SPEM1	ENSG00000181323	SPEM1	17
ENSG00000184560	18720	ENSG00000184560_C17orf74	ENSG00000184560	SPEM2	17
ENSG00000181284	18721	ENSG00000181284_TMEM102	ENSG00000181284	TMEM102	17
ENSG00000262624	18722	ENSG00000262624_RP11-104H15.9	ENSG00000262624		17
ENSG00000161958	18723	ENSG00000161958_FGF11	ENSG00000161958	FGF11	17
ENSG00000263301	18724	ENSG00000263301_RP11-104H15.8	ENSG00000263301		17
ENSG00000170175	18725	ENSG00000170175_CHRNB1	ENSG00000170175	CHRNB1	17
ENSG00000174282	18726	ENSG00000174282_ZBTB4	ENSG00000174282	ZBTB4	17
ENSG00000259224	18727	ENSG00000259224_SLC35G6	ENSG00000259224	SLC35G6	17
ENSG00000181222	18728	ENSG00000181222_POLR2A	ENSG00000181222	POLR2A	17
ENSG00000239697	18729	ENSG00000239697_TNFSF12	ENSG00000239697	TNFSF12	17
ENSG00000161955	18730	ENSG00000161955_TNFSF13	ENSG00000161955	TNFSF13	17
ENSG00000161956	18731	ENSG00000161956_SENP3	ENSG00000161956	SENP3	17
ENSG00000161960	18732	ENSG00000161960_EIF4A1	ENSG00000161960	EIF4A1	17
ENSG00000129226	18733	ENSG00000129226_CD68	ENSG00000129226	CD68	17
ENSG00000233223	18734	ENSG00000233223_AC113189.5	ENSG00000233223		17
ENSG00000129255	18735	ENSG00000129255_MPDU1	ENSG00000129255	MPDU1	17
ENSG00000129194	18736	ENSG00000129194_SOX15	ENSG00000129194	SOX15	17
ENSG00000129245	18737	ENSG00000129245_FXR2	ENSG00000129245	FXR2	17
ENSG00000129214	18738	ENSG00000129214_SHBG	ENSG00000129214	SHBG	17
ENSG00000141504	18739	ENSG00000141504_SAT2	ENSG00000141504	SAT2	17
ENSG00000129244	18740	ENSG00000129244_ATP1B2	ENSG00000129244	ATP1B2	17
ENSG00000141510	18741	ENSG00000141510_TP53	ENSG00000141510	TP53	17
ENSG00000141499	18742	ENSG00000141499_WRAP53	ENSG00000141499	WRAP53	17
ENSG00000108947	18743	ENSG00000108947_EFNB3	ENSG00000108947	EFNB3	17
ENSG00000183914	18744	ENSG00000183914_DNAH2	ENSG00000183914	DNAH2	17
ENSG00000132510	18745	ENSG00000132510_KDM6B	ENSG00000132510	KDM6B	17
ENSG00000167874	18746	ENSG00000167874_TMEM88	ENSG00000167874	TMEM88	17
ENSG00000183011	18747	ENSG00000183011_LSMD1	ENSG00000183011	NAA38	17
ENSG00000182224	18748	ENSG00000182224_CYB5D1	ENSG00000182224	CYB5D1	17
ENSG00000170004	18749	ENSG00000170004_CHD3	ENSG00000170004	CHD3	17
ENSG00000179859	18750	ENSG00000179859_AC025335.1	ENSG00000179859	RNF227	17
ENSG00000170049	18751	ENSG00000170049_KCNAB3	ENSG00000170049	KCNAB3	17
ENSG00000262730	18752	ENSG00000262730_RP11-1099M24.7	ENSG00000262730		17
ENSG00000170043	18753	ENSG00000170043_TRAPPC1	ENSG00000170043	TRAPPC1	17
ENSG00000170037	18754	ENSG00000170037_CNTROB	ENSG00000170037	CNTROB	17
ENSG00000132518	18755	ENSG00000132518_GUCY2D	ENSG00000132518	GUCY2D	17
ENSG00000263427	18756	ENSG00000263427_RP11-599B13.3	ENSG00000263427		17
ENSG00000179477	18757	ENSG00000179477_ALOX12B	ENSG00000179477	ALOX12B	17
ENSG00000214999	18758	ENSG00000214999_AC129492.6	ENSG00000214999		17
ENSG00000179148	18759	ENSG00000179148_ALOXE3	ENSG00000179148	ALOXE3	17
ENSG00000179111	18760	ENSG00000179111_HES7	ENSG00000179111	HES7	17
ENSG00000179094	18761	ENSG00000179094_PER1	ENSG00000179094		17
ENSG00000220205	18762	ENSG00000220205_VAMP2	ENSG00000220205	VAMP2	17
ENSG00000179029	18763	ENSG00000179029_TMEM107	ENSG00000179029	TMEM107	17
ENSG00000266824	18764	ENSG00000266824_RP11-599B13.7	ENSG00000266824		17
ENSG00000196544	18765	ENSG00000196544_C17orf59	ENSG00000196544	BORCS6	17
ENSG00000178999	18766	ENSG00000178999_AURKB	ENSG00000178999	AURKB	17
ENSG00000178977	18767	ENSG00000178977_LINC00324	ENSG00000178977	LINC00324	17
ENSG00000269928	18768	ENSG00000269928_RP11-849F2.8	ENSG00000269928	NA	NA
ENSG00000178971	18769	ENSG00000178971_CTC1	ENSG00000178971	CTC1	17
ENSG00000178921	18770	ENSG00000178921_PFAS	ENSG00000178921	PFAS	17
ENSG00000269947	18771	ENSG00000269947_RP11-849F2.9	ENSG00000269947		17
ENSG00000125434	18772	ENSG00000125434_SLC25A35	ENSG00000125434	SLC25A35	17
ENSG00000108961	18773	ENSG00000108961_RANGRF	ENSG00000108961	RANGRF	17
ENSG00000198844	18774	ENSG00000198844_ARHGEF15	ENSG00000198844	ARHGEF15	17
ENSG00000226871	18775	ENSG00000226871_AC135178.7	ENSG00000226871		17
ENSG00000266279	18776	ENSG00000266279_RP11-849F2.4	ENSG00000266279		17
ENSG00000184650	18777	ENSG00000184650_ODF4	ENSG00000184650	ODF4	17
ENSG00000198150	18778	ENSG00000198150_AC135178.1	ENSG00000198150	NA	NA
ENSG00000265749	18779	ENSG00000265749_RP11-849F2.5	ENSG00000265749		17
ENSG00000184619	18780	ENSG00000184619_KRBA2	ENSG00000184619	KRBA2	17
ENSG00000263809	18781	ENSG00000263809_RP11-849F2.7	ENSG00000263809		17
ENSG00000161970	18782	ENSG00000161970_RPL26	ENSG00000161970	RPL26	17
ENSG00000189051	18783	ENSG00000189051_RNF222	ENSG00000189051	RNF222	17
ENSG00000166579	18784	ENSG00000166579_NDEL1	ENSG00000166579	NDEL1	17
ENSG00000133026	18785	ENSG00000133026_MYH10	ENSG00000133026	MYH10	17
ENSG00000161973	18786	ENSG00000161973_CCDC42	ENSG00000161973	CCDC42	17
ENSG00000174083	18787	ENSG00000174083_PIK3R6	ENSG00000174083	NA	NA
ENSG00000141506	18788	ENSG00000141506_PIK3R5	ENSG00000141506	PIK3R5	17
ENSG00000065320	18789	ENSG00000065320_NTN1	ENSG00000065320	NTN1	17
ENSG00000170310	18790	ENSG00000170310_STX8	ENSG00000170310	STX8	17
ENSG00000263708	18791	ENSG00000263708_RP11-85B7.4	ENSG00000263708		17
ENSG00000262815	18792	ENSG00000262815_RP11-565F19.4	ENSG00000262815		17
ENSG00000166596	18793	ENSG00000166596_WDR16	ENSG00000166596	CFAP52	17
ENSG00000154914	18794	ENSG00000154914_USP43	ENSG00000154914	USP43	17
ENSG00000007237	18795	ENSG00000007237_GAS7	ENSG00000007237	GAS7	17
ENSG00000264194	18796	ENSG00000264194_AC000003.2	ENSG00000264194	NA	NA
ENSG00000273388	18797	ENSG00000273388_RP11-401O9.4	ENSG00000273388		17
ENSG00000006788	18798	ENSG00000006788_MYH13	ENSG00000006788	MYH13	17
ENSG00000264067	18799	ENSG00000264067_RP11-401O9.3	ENSG00000264067		17
ENSG00000272736	18800	ENSG00000272736_RP11-799N11.1	ENSG00000272736		17
ENSG00000272975	18801	ENSG00000272975_CTC-297N7.11	ENSG00000272975	MYHAS	17
ENSG00000133020	18802	ENSG00000133020_MYH8	ENSG00000133020	MYH8	17
ENSG00000264424	18803	ENSG00000264424_MYH4	ENSG00000264424	MYH4	17
ENSG00000125414	18804	ENSG00000125414_MYH2	ENSG00000125414	MYH2	17
ENSG00000109063	18805	ENSG00000109063_MYH3	ENSG00000109063	MYH3	17
ENSG00000261433	18806	ENSG00000261433_CTC-297N7.1	ENSG00000261433		17
ENSG00000273290	18807	ENSG00000273290_CTC-297N7.8	ENSG00000273290	NA	NA
ENSG00000133028	18808	ENSG00000133028_SCO1	ENSG00000133028	SCO1	17
ENSG00000263388	18809	ENSG00000263388_CTC-297N7.10	ENSG00000263388		17
ENSG00000170222	18810	ENSG00000170222_ADPRM	ENSG00000170222	ADPRM	17
ENSG00000187824	18811	ENSG00000187824_TMEM220	ENSG00000187824	TMEM220	17
ENSG00000263400	18812	ENSG00000263400_CTC-297N7.5	ENSG00000263400	TMEM220-AS1	17
ENSG00000007174	18813	ENSG00000007174_DNAH9	ENSG00000007174	DNAH9	17
ENSG00000266368	18814	ENSG00000266368_RP11-1096G20.5	ENSG00000266368		17
ENSG00000154957	18815	ENSG00000154957_ZNF18	ENSG00000154957	ZNF18	17
ENSG00000065559	18816	ENSG00000065559_MAP2K4	ENSG00000065559	MAP2K4	17
ENSG00000179136	18817	ENSG00000179136_LINC00670	ENSG00000179136	LINC00670	17
ENSG00000227274	18818	ENSG00000227274_AC005358.3	ENSG00000227274		17
ENSG00000265489	18819	ENSG00000265489_RP11-1090M7.1	ENSG00000265489		17
ENSG00000006740	18820	ENSG00000006740_ARHGAP44	ENSG00000006740	ARHGAP44	17
ENSG00000006744	18821	ENSG00000006744_ELAC2	ENSG00000006744	ELAC2	17
ENSG00000153976	18822	ENSG00000153976_HS3ST3A1	ENSG00000153976	HS3ST3A1	17
ENSG00000265494	18823	ENSG00000265494_RP11-131K5.2	ENSG00000265494		17
ENSG00000233852	18824	ENSG00000233852_AC005304.1	ENSG00000233852		17
ENSG00000266744	18825	ENSG00000266744_RP11-131K5.1	ENSG00000266744		17
ENSG00000006695	18826	ENSG00000006695_COX10	ENSG00000006695	COX10	17
