X	X0	ensg	hgnc_symbol	chromosome_name
ENSG00000151834	5491	ENSG00000151834_GABRA2	ENSG00000151834	GABRA2	4
ENSG00000170516	5492	ENSG00000170516_COX7B2	ENSG00000170516	COX7B2	4
ENSG00000163288	5493	ENSG00000163288_GABRB1	ENSG00000163288	GABRB1	4
ENSG00000169019	5494	ENSG00000169019_COMMD8	ENSG00000169019	COMMD8	4
ENSG00000145246	5495	ENSG00000145246_ATP10D	ENSG00000145246	ATP10D	4
ENSG00000145244	5496	ENSG00000145244_CORIN	ENSG00000145244	CORIN	4
ENSG00000259959	5497	ENSG00000259959_RP11-121C2.2	ENSG00000259959		4
ENSG00000170448	5498	ENSG00000170448_NFXL1	ENSG00000170448	NFXL1	4
ENSG00000163293	5499	ENSG00000163293_NIPAL1	ENSG00000163293	NIPAL1	4
ENSG00000198515	5500	ENSG00000198515_CNGA1	ENSG00000198515	CNGA1	4
ENSG00000074966	5501	ENSG00000074966_TXK	ENSG00000074966	TXK	4
ENSG00000135605	5502	ENSG00000135605_TEC	ENSG00000135605	TEC	4
ENSG00000109171	5503	ENSG00000109171_SLAIN2	ENSG00000109171	SLAIN2	4
ENSG00000145248	5504	ENSG00000145248_SLC10A4	ENSG00000145248	SLC10A4	4
ENSG00000182223	5505	ENSG00000182223_ZAR1	ENSG00000182223	ZAR1	4
ENSG00000075539	5506	ENSG00000075539_FRYL	ENSG00000075539	FRYL	4
ENSG00000109180	5507	ENSG00000109180_OCIAD1	ENSG00000109180	OCIAD1	4
ENSG00000248256	5508	ENSG00000248256_OCIAD1-AS1	ENSG00000248256	OCIAD1-AS1	4
ENSG00000145247	5509	ENSG00000145247_OCIAD2	ENSG00000145247	OCIAD2	4
ENSG00000109184	5510	ENSG00000109184_DCUN1D4	ENSG00000109184	DCUN1D4	4
ENSG00000272576	5511	ENSG00000272576_RP11-365H22.2	ENSG00000272576		4
ENSG00000163069	5512	ENSG00000163069_SGCB	ENSG00000163069	SGCB	4
ENSG00000109189	5513	ENSG00000109189_USP46	ENSG00000109189	USP46	4
ENSG00000248866	5514	ENSG00000248866_USP46-AS1	ENSG00000248866	USP46-AS1	4
ENSG00000226887	5515	ENSG00000226887_ERVMER34-1	ENSG00000226887	ERVMER34-1	4
ENSG00000250302	5516	ENSG00000250302_RP11-752D24.3	ENSG00000250302	LINC01618	4
ENSG00000128045	5517	ENSG00000128045_RASL11B	ENSG00000128045	RASL11B	4
ENSG00000184178	5518	ENSG00000184178_SCFD2	ENSG00000184178	SCFD2	4
ENSG00000248115	5519	ENSG00000248115_RP11-752D24.2	ENSG00000248115		4
ENSG00000145216	5520	ENSG00000145216_FIP1L1	ENSG00000145216	FIP1L1	4
ENSG00000072201	5521	ENSG00000072201_LNX1	ENSG00000072201	LNX1	4
ENSG00000250930	5522	ENSG00000250930_LNX1-AS1	ENSG00000250930	LNX1-AS1	4
ENSG00000272650	5523	ENSG00000272650_RP11-571I18.4	ENSG00000272650		4
ENSG00000109220	5524	ENSG00000109220_CHIC2	ENSG00000109220	CHIC2	4
ENSG00000157404	5525	ENSG00000157404_KIT	ENSG00000157404	KIT	4
ENSG00000128039	5526	ENSG00000128039_SRD5A3	ENSG00000128039	SRD5A3	4
ENSG00000273257	5527	ENSG00000273257_RP11-177J6.1	ENSG00000273257		4
ENSG00000134851	5528	ENSG00000134851_TMEM165	ENSG00000134851	TMEM165	4
ENSG00000134852	5529	ENSG00000134852_CLOCK	ENSG00000134852	CLOCK	4
ENSG00000272969	5530	ENSG00000272969_RP11-528I4.2	ENSG00000272969		4
ENSG00000163440	5531	ENSG00000163440_PDCL2	ENSG00000163440	PDCL2	4
ENSG00000109255	5532	ENSG00000109255_NMU	ENSG00000109255	NMU	4
ENSG00000250821	5533	ENSG00000250821_RP11-345F18.1	ENSG00000250821	EXOC1L	4
ENSG00000090989	5534	ENSG00000090989_EXOC1	ENSG00000090989	EXOC1	4
ENSG00000174799	5535	ENSG00000174799_CEP135	ENSG00000174799	CEP135	4
ENSG00000109265	5536	ENSG00000109265_KIAA1211	ENSG00000109265	KIAA1211	4
ENSG00000157426	5537	ENSG00000157426_AASDH	ENSG00000157426	AASDH	4
ENSG00000269921	5538	ENSG00000269921_RP11-646I6.5	ENSG00000269921		4
ENSG00000128059	5539	ENSG00000128059_PPAT	ENSG00000128059	PPAT	4
ENSG00000270147	5540	ENSG00000270147_RP11-646I6.6	ENSG00000270147		4
ENSG00000268171	5541	ENSG00000268171_AC068620.1	ENSG00000268171	NA	NA
ENSG00000128050	5542	ENSG00000128050_PAICS	ENSG00000128050	PAICS	4
ENSG00000270109	5543	ENSG00000270109_RP11-393M11.2	ENSG00000270109	NA	NA
ENSG00000174780	5544	ENSG00000174780_SRP72	ENSG00000174780	SRP72	4
ENSG00000196503	5545	ENSG00000196503_ARL9	ENSG00000196503	ARL9	4
ENSG00000249693	5546	ENSG00000249693_THEGL	ENSG00000249693	THEGL	4
ENSG00000171476	5547	ENSG00000171476_HOPX	ENSG00000171476	HOPX	4
ENSG00000128040	5548	ENSG00000128040_SPINK2	ENSG00000128040	SPINK2	4
ENSG00000084093	5549	ENSG00000084093_REST	ENSG00000084093	REST	4
ENSG00000269949	5550	ENSG00000269949_RP11-738E22.3	ENSG00000269949		4
ENSG00000084092	5551	ENSG00000084092_NOA1	ENSG00000084092	NOA1	4
ENSG00000047315	5552	ENSG00000047315_POLR2B	ENSG00000047315	POLR2B	4
ENSG00000163453	5553	ENSG00000163453_IGFBP7	ENSG00000163453	IGFBP7	4
ENSG00000240152	5554	ENSG00000240152_RP11-16N2.1	ENSG00000240152	LINC02271	4
ENSG00000150471	5555	ENSG00000150471_LPHN3	ENSG00000150471	ADGRL3	4
ENSG00000205682	5556	ENSG00000205682_RP11-798L4.1	ENSG00000205682		4
ENSG00000249413	5557	ENSG00000249413_RP11-25H12.1	ENSG00000249413		4
ENSG00000250075	5558	ENSG00000250075_RP11-584P21.2	ENSG00000250075		4
ENSG00000145241	5559	ENSG00000145241_CENPC	ENSG00000145241	CENPC	4
ENSG00000035720	5560	ENSG00000035720_STAP1	ENSG00000035720	STAP1	4
ENSG00000033178	5561	ENSG00000033178_UBA6	ENSG00000033178	UBA6	4
ENSG00000248049	5562	ENSG00000248049_UBA6-AS1	ENSG00000248049	UBA6-AS1	4
ENSG00000109163	5563	ENSG00000109163_GNRHR	ENSG00000109163	GNRHR	4
ENSG00000153802	5564	ENSG00000153802_TMPRSS11D	ENSG00000153802	TMPRSS11D	4
ENSG00000198092	5565	ENSG00000198092_TMPRSS11F	ENSG00000198092	TMPRSS11F	4
ENSG00000185873	5566	ENSG00000185873_TMPRSS11B	ENSG00000185873	TMPRSS11B	4
ENSG00000083896	5567	ENSG00000083896_YTHDC1	ENSG00000083896	YTHDC1	4
ENSG00000197888	5568	ENSG00000197888_UGT2B17	ENSG00000197888	UGT2B17	4
ENSG00000196620	5569	ENSG00000196620_UGT2B15	ENSG00000196620	UGT2B15	4
ENSG00000272626	5570	ENSG00000272626_RP11-468N14.13	ENSG00000272626		4
ENSG00000171234	5571	ENSG00000171234_UGT2B7	ENSG00000171234	UGT2B7	4
ENSG00000250696	5572	ENSG00000250696_RP11-704M14.1	ENSG00000250696		4
ENSG00000213759	5573	ENSG00000213759_UGT2B11	ENSG00000213759	UGT2B11	4
ENSG00000156096	5574	ENSG00000156096_UGT2B4	ENSG00000156096	UGT2B4	4
ENSG00000126550	5575	ENSG00000126550_HTN1	ENSG00000126550	HTN1	4
ENSG00000178522	5576	ENSG00000178522_AMBN	ENSG00000178522	AMBN	4
ENSG00000132465	5577	ENSG00000132465_IGJ	ENSG00000132465	JCHAIN	4
ENSG00000132467	5578	ENSG00000132467_UTP3	ENSG00000132467	UTP3	4
ENSG00000272986	5579	ENSG00000272986_RP11-46J23.1	ENSG00000272986		4
ENSG00000018189	5580	ENSG00000018189_RUFY3	ENSG00000018189	RUFY3	4
ENSG00000132463	5581	ENSG00000132463_GRSF1	ENSG00000132463	GRSF1	4
ENSG00000173542	5582	ENSG00000173542_MOB1B	ENSG00000173542	MOB1B	4
ENSG00000156136	5583	ENSG00000156136_DCK	ENSG00000156136	DCK	4
ENSG00000080493	5584	ENSG00000080493_SLC4A4	ENSG00000080493	SLC4A4	4
ENSG00000145321	5585	ENSG00000145321_GC	ENSG00000145321	GC	4
ENSG00000056291	5586	ENSG00000056291_NPFFR2	ENSG00000056291	NPFFR2	4
ENSG00000156140	5587	ENSG00000156140_ADAMTS3	ENSG00000156140	ADAMTS3	4
ENSG00000250877	5588	ENSG00000250877_RP11-373J21.1	ENSG00000250877		4
ENSG00000272859	5589	ENSG00000272859_RP11-352E8.2	ENSG00000272859	NA	NA
ENSG00000163626	5590	ENSG00000163626_COX18	ENSG00000163626	COX18	4
ENSG00000132466	5591	ENSG00000132466_ANKRD17	ENSG00000132466	ANKRD17	4
ENSG00000250220	5592	ENSG00000250220_RP11-692D12.1	ENSG00000250220		4
ENSG00000163631	5593	ENSG00000163631_ALB	ENSG00000163631	ALB	4
ENSG00000081051	5594	ENSG00000081051_AFP	ENSG00000081051	AFP	4
ENSG00000079557	5595	ENSG00000079557_AFM	ENSG00000079557	AFM	4
ENSG00000250436	5596	ENSG00000250436_RP11-622A1.2	ENSG00000250436	LINC02499	4
ENSG00000169435	5597	ENSG00000169435_RASSF6	ENSG00000169435	RASSF6	4
ENSG00000228277	5598	ENSG00000228277_AC112518.3	ENSG00000228277	UMLILO	4
ENSG00000169429	5599	ENSG00000169429_IL8	ENSG00000169429	CXCL8	4
ENSG00000163739	5600	ENSG00000163739_CXCL1	ENSG00000163739	CXCL1	4
ENSG00000163737	5601	ENSG00000163737_PF4	ENSG00000163737	PF4	4
ENSG00000163736	5602	ENSG00000163736_PPBP	ENSG00000163736	PPBP	4
ENSG00000163735	5603	ENSG00000163735_CXCL5	ENSG00000163735	CXCL5	4
ENSG00000163734	5604	ENSG00000163734_CXCL3	ENSG00000163734	CXCL3	4
ENSG00000081041	5605	ENSG00000081041_CXCL2	ENSG00000081041	CXCL2	4
ENSG00000163738	5606	ENSG00000163738_MTHFD2L	ENSG00000163738	MTHFD2L	4
ENSG00000269559	5607	ENSG00000269559_AC093677.1	ENSG00000269559		4
ENSG00000182585	5608	ENSG00000182585_EPGN	ENSG00000182585	EPGN	4
ENSG00000124882	5609	ENSG00000124882_EREG	ENSG00000124882	EREG	4
ENSG00000109321	5610	ENSG00000109321_AREG	ENSG00000109321	AREG	4
ENSG00000249942	5611	ENSG00000249942_AC142293.3	ENSG00000249942		4
ENSG00000205595	5612	ENSG00000205595_AREGB	ENSG00000205595	NA	NA
ENSG00000260265	5613	ENSG00000260265_RP11-44F21.5	ENSG00000260265	LINC02562	4
ENSG00000251185	5614	ENSG00000251185_RP11-542G1.1	ENSG00000251185		4
ENSG00000250735	5615	ENSG00000250735_RP11-567N4.3	ENSG00000250735		4
ENSG00000163743	5616	ENSG00000163743_RCHY1	ENSG00000163743	RCHY1	4
ENSG00000174796	5617	ENSG00000174796_THAP6	ENSG00000174796	THAP6	4
ENSG00000174792	5618	ENSG00000174792_C4orf26	ENSG00000174792	ODAPH	4
ENSG00000138769	5619	ENSG00000138769_CDKL2	ENSG00000138769	CDKL2	4
ENSG00000138757	5620	ENSG00000138757_G3BP2	ENSG00000138757	G3BP2	4
ENSG00000138768	5621	ENSG00000138768_USO1	ENSG00000138768	USO1	4
ENSG00000229717	5622	ENSG00000229717_RP11-556N4.1	ENSG00000229717		4
ENSG00000138744	5623	ENSG00000138744_NAAA	ENSG00000138744	NAAA	4
ENSG00000198301	5624	ENSG00000198301_SDAD1	ENSG00000198301	SDAD1	4
ENSG00000268788	5625	ENSG00000268788_AC110615.1	ENSG00000268788	NA	NA
ENSG00000245928	5626	ENSG00000245928_RP11-630D6.5	ENSG00000245928		4
ENSG00000138755	5627	ENSG00000138755_CXCL9	ENSG00000138755	CXCL9	4
ENSG00000156219	5628	ENSG00000156219_ART3	ENSG00000156219	ART3	4
ENSG00000169245	5629	ENSG00000169245_CXCL10	ENSG00000169245	CXCL10	4
ENSG00000169248	5630	ENSG00000169248_CXCL11	ENSG00000169248	CXCL11	4
ENSG00000138750	5631	ENSG00000138750_NUP54	ENSG00000138750	NUP54	4
ENSG00000138760	5632	ENSG00000138760_SCARB2	ENSG00000138760	SCARB2	4
ENSG00000189157	5633	ENSG00000189157_FAM47E	ENSG00000189157	FAM47E	4
ENSG00000118804	5634	ENSG00000118804_FAM47E-STBD1	ENSG00000118804	STBD1	4
ENSG00000138771	5635	ENSG00000138771_SHROOM3	ENSG00000138771	SHROOM3	4
ENSG00000233860	5636	ENSG00000233860_RP11-359D14.2	ENSG00000233860		4
ENSG00000138758	5637	ENSG00000138758_SEPT11	ENSG00000138758	SEPT11	4
ENSG00000118816	5638	ENSG00000118816_CCNI	ENSG00000118816	CCNI	4
ENSG00000138764	5639	ENSG00000138764_CCNG2	ENSG00000138764	CCNG2	4
ENSG00000138767	5640	ENSG00000138767_CNOT6L	ENSG00000138767	CNOT6L	4
ENSG00000169288	5641	ENSG00000169288_MRPL1	ENSG00000169288	MRPL1	4
ENSG00000138759	5642	ENSG00000138759_FRAS1	ENSG00000138759	FRAS1	4
ENSG00000138772	5643	ENSG00000138772_ANXA3	ENSG00000138772	ANXA3	4
ENSG00000251442	5644	ENSG00000251442_LINC01094	ENSG00000251442	LINC01094	4
ENSG00000260278	5645	ENSG00000260278_RP11-109G23.3	ENSG00000260278		4
ENSG00000138756	5646	ENSG00000138756_BMP2K	ENSG00000138756	BMP2K	4
ENSG00000163291	5647	ENSG00000163291_PAQR3	ENSG00000163291	PAQR3	4
ENSG00000249307	5648	ENSG00000249307_LINC01088	ENSG00000249307	LINC01088	4
ENSG00000156269	5649	ENSG00000156269_NAA11	ENSG00000156269	NAA11	4
ENSG00000250334	5650	ENSG00000250334_LINC00989	ENSG00000250334	LINC00989	4
ENSG00000251321	5651	ENSG00000251321_PCAT4	ENSG00000251321	PCAT4	4
ENSG00000163297	5652	ENSG00000163297_ANTXR2	ENSG00000163297	ANTXR2	4
ENSG00000138675	5653	ENSG00000138675_FGF5	ENSG00000138675	FGF5	4
ENSG00000197826	5654	ENSG00000197826_C4orf22	ENSG00000197826	CFAP299	4
ENSG00000138669	5655	ENSG00000138669_PRKG2	ENSG00000138669	PRKG2	4
ENSG00000138670	5656	ENSG00000138670_RASGEF1B	ENSG00000138670	RASGEF1B	4
ENSG00000273156	5657	ENSG00000273156_RP11-127B20.2	ENSG00000273156		4
ENSG00000138668	5658	ENSG00000138668_HNRNPD	ENSG00000138668	HNRNPD	4
ENSG00000272677	5659	ENSG00000272677_RP11-127B20.3	ENSG00000272677		4
ENSG00000152795	5660	ENSG00000152795_HNRNPDL	ENSG00000152795	HNRNPDL	4
ENSG00000145293	5661	ENSG00000145293_ENOPH1	ENSG00000145293	ENOPH1	4
ENSG00000249242	5662	ENSG00000249242_TMEM150C	ENSG00000249242	TMEM150C	4
ENSG00000145284	5663	ENSG00000145284_SCD5	ENSG00000145284	SCD5	4
ENSG00000138674	5664	ENSG00000138674_SEC31A	ENSG00000138674	SEC31A	4
ENSG00000251022	5665	ENSG00000251022_THAP9-AS1	ENSG00000251022	THAP9-AS1	4
ENSG00000168152	5666	ENSG00000168152_THAP9	ENSG00000168152	THAP9	4
ENSG00000189308	5667	ENSG00000189308_LIN54	ENSG00000189308	LIN54	4
ENSG00000138663	5668	ENSG00000138663_COPS4	ENSG00000138663	COPS4	4
ENSG00000145287	5669	ENSG00000145287_PLAC8	ENSG00000145287	PLAC8	4
ENSG00000250057	5670	ENSG00000250057_RP11-576N17.5	ENSG00000250057		4
ENSG00000173085	5671	ENSG00000173085_COQ2	ENSG00000173085	COQ2	4
ENSG00000173083	5672	ENSG00000173083_HPSE	ENSG00000173083	HPSE	4
ENSG00000163312	5673	ENSG00000163312_HELQ	ENSG00000163312	HELQ	4
ENSG00000163319	5674	ENSG00000163319_MRPS18C	ENSG00000163319	MRPS18C	4
ENSG00000163322	5675	ENSG00000163322_FAM175A	ENSG00000163322	ABRAXAS1	4
ENSG00000138678	5676	ENSG00000138678_AGPAT9	ENSG00000138678	GPAT3	4
ENSG00000249171	5677	ENSG00000249171_RP11-767N15.1	ENSG00000249171		4
ENSG00000163624	5678	ENSG00000163624_CDS1	ENSG00000163624	CDS1	4
ENSG00000163625	5679	ENSG00000163625_WDFY3	ENSG00000163625	WDFY3	4
ENSG00000251260	5680	ENSG00000251260_WDFY3-AS1	ENSG00000251260	WDFY3-AS1	4
ENSG00000138639	5681	ENSG00000138639_ARHGAP24	ENSG00000138639	ARHGAP24	4
ENSG00000273389	5682	ENSG00000273389_RP13-514E23.2	ENSG00000273389	NA	NA
ENSG00000163633	5683	ENSG00000163633_C4orf36	ENSG00000163633	C4orf36	4
ENSG00000172493	5684	ENSG00000172493_AFF1	ENSG00000172493	AFF1	4
ENSG00000145332	5685	ENSG00000145332_KLHL8	ENSG00000145332	KLHL8	4
ENSG00000170509	5686	ENSG00000170509_HSD17B13	ENSG00000170509	HSD17B13	4
ENSG00000198189	5687	ENSG00000198189_HSD17B11	ENSG00000198189	HSD17B11	4
ENSG00000170502	5688	ENSG00000170502_NUDT9	ENSG00000170502	NUDT9	4
ENSG00000272856	5689	ENSG00000272856_RP11-710E1.2	ENSG00000272856		4
ENSG00000152583	5690	ENSG00000152583_SPARCL1	ENSG00000152583	SPARCL1	4
ENSG00000249001	5691	ENSG00000249001_RP11-742B18.1	ENSG00000249001		4
ENSG00000152591	5692	ENSG00000152591_DSPP	ENSG00000152591	DSPP	4
ENSG00000118785	5693	ENSG00000118785_SPP1	ENSG00000118785	SPP1	4
ENSG00000118762	5694	ENSG00000118762_PKD2	ENSG00000118762	PKD2	4
ENSG00000118777	5695	ENSG00000118777_ABCG2	ENSG00000118777	ABCG2	4
ENSG00000163644	5696	ENSG00000163644_PPM1K	ENSG00000163644	PPM1K	4
ENSG00000246375	5697	ENSG00000246375_RP11-10L7.1	ENSG00000246375	PPM1K-DT	4
ENSG00000138642	5698	ENSG00000138642_HERC6	ENSG00000138642	HERC6	4
ENSG00000145337	5699	ENSG00000145337_PYURF	ENSG00000145337	PYURF	4
ENSG00000138641	5700	ENSG00000138641_HERC3	ENSG00000138641	HERC3	4
ENSG00000177432	5701	ENSG00000177432_NAP1L5	ENSG00000177432	NAP1L5	4
ENSG00000248019	5702	ENSG00000248019_FAM13A-AS1	ENSG00000248019	FAM13A-AS1	4
ENSG00000138640	5703	ENSG00000138640_FAM13A	ENSG00000138640	FAM13A	4
ENSG00000271359	5704	ENSG00000271359_RP11-84C13.1	ENSG00000271359	NA	NA
ENSG00000180346	5705	ENSG00000180346_TIGD2	ENSG00000180346	TIGD2	4
ENSG00000270720	5706	ENSG00000270720_RP11-84C13.2	ENSG00000270720		4
ENSG00000185477	5707	ENSG00000185477_GPRIN3	ENSG00000185477	GPRIN3	4
ENSG00000251095	5708	ENSG00000251095_RP11-115D19.1	ENSG00000251095		4
ENSG00000145335	5709	ENSG00000145335_SNCA	ENSG00000145335	SNCA	4
ENSG00000247775	5710	ENSG00000247775_RP11-67M1.1	ENSG00000247775	SNCA-AS1	4
ENSG00000138722	5711	ENSG00000138722_MMRN1	ENSG00000138722	MMRN1	4
ENSG00000163104	5712	ENSG00000163104_SMARCAD1	ENSG00000163104	SMARCAD1	4
ENSG00000163106	5713	ENSG00000163106_HPGDS	ENSG00000163106	HPGDS	4
ENSG00000163110	5714	ENSG00000163110_PDLIM5	ENSG00000163110	PDLIM5	4
ENSG00000138696	5715	ENSG00000138696_BMPR1B	ENSG00000138696	BMPR1B	4
ENSG00000182168	5716	ENSG00000182168_UNC5C	ENSG00000182168	UNC5C	4
ENSG00000271474	5717	ENSG00000271474_RP11-710C12.1	ENSG00000271474		4
ENSG00000163114	5718	ENSG00000163114_PDHA2	ENSG00000163114	PDHA2	4
ENSG00000248510	5719	ENSG00000248510_RP11-145G20.1	ENSG00000248510	LINC02267	4
ENSG00000163116	5720	ENSG00000163116_STPG2	ENSG00000163116	STPG2	4
ENSG00000214559	5721	ENSG00000214559_RP11-323J4.1	ENSG00000214559		4
ENSG00000138698	5722	ENSG00000138698_RAP1GDS1	ENSG00000138698	RAP1GDS1	4
ENSG00000168785	5723	ENSG00000168785_TSPAN5	ENSG00000168785	TSPAN5	4
ENSG00000151247	5724	ENSG00000151247_EIF4E	ENSG00000151247	EIF4E	4
ENSG00000164024	5725	ENSG00000164024_METAP1	ENSG00000164024	METAP1	4
ENSG00000272777	5726	ENSG00000272777_RP11-571L19.8	ENSG00000272777		4
ENSG00000197894	5727	ENSG00000197894_ADH5	ENSG00000197894	ADH5	4
ENSG00000246090	5728	ENSG00000246090_RP11-696N14.1	ENSG00000246090		4
ENSG00000198099	5729	ENSG00000198099_ADH4	ENSG00000198099	ADH4	4
ENSG00000172955	5730	ENSG00000172955_ADH6	ENSG00000172955	ADH6	4
ENSG00000196616	5731	ENSG00000196616_ADH1B	ENSG00000196616	ADH1B	4
ENSG00000145331	5732	ENSG00000145331_TRMT10A	ENSG00000145331	TRMT10A	4
ENSG00000138823	5733	ENSG00000138823_MTTP	ENSG00000138823	MTTP	4
ENSG00000070190	5734	ENSG00000070190_DAPP1	ENSG00000070190	DAPP1	4
ENSG00000109270	5735	ENSG00000109270_LAMTOR3	ENSG00000109270	LAMTOR3	4
ENSG00000164031	5736	ENSG00000164031_DNAJB14	ENSG00000164031	DNAJB14	4
ENSG00000164032	5737	ENSG00000164032_H2AFZ	ENSG00000164032	H2AFZ	4
ENSG00000245322	5738	ENSG00000245322_RP11-15B17.1	ENSG00000245322		4
ENSG00000164035	5739	ENSG00000164035_EMCN	ENSG00000164035	EMCN	4
ENSG00000138814	5740	ENSG00000138814_PPP3CA	ENSG00000138814	PPP3CA	4
ENSG00000254531	5741	ENSG00000254531_AP001816.1	ENSG00000254531		4
ENSG00000153064	5742	ENSG00000153064_BANK1	ENSG00000153064	BANK1	4
ENSG00000138821	5743	ENSG00000138821_SLC39A8	ENSG00000138821	SLC39A8	4
ENSG00000248161	5744	ENSG00000248161_RP11-499E18.1	ENSG00000248161		4
ENSG00000260651	5745	ENSG00000260651_AF213884.2	ENSG00000260651		4
ENSG00000109320	5746	ENSG00000109320_NFKB1	ENSG00000109320	NFKB1	4
ENSG00000109323	5747	ENSG00000109323_MANBA	ENSG00000109323	MANBA	4
ENSG00000109332	5748	ENSG00000109332_UBE2D3	ENSG00000109332	UBE2D3	4
ENSG00000246560	5749	ENSG00000246560_RP11-10L12.4	ENSG00000246560	UBE2D3-AS1	4
ENSG00000145354	5750	ENSG00000145354_CISD2	ENSG00000145354	CISD2	4
ENSG00000164037	5751	ENSG00000164037_SLC9B1	ENSG00000164037	SLC9B1	4
ENSG00000164038	5752	ENSG00000164038_SLC9B2	ENSG00000164038	SLC9B2	4
ENSG00000164039	5753	ENSG00000164039_BDH2	ENSG00000164039	BDH2	4
ENSG00000138778	5754	ENSG00000138778_CENPE	ENSG00000138778	CENPE	4
ENSG00000248740	5755	ENSG00000248740_RP11-328K4.1	ENSG00000248740	LINC02428	4
ENSG00000245384	5756	ENSG00000245384_AC004053.1	ENSG00000245384	CXXC4-AS1	4
ENSG00000248373	5757	ENSG00000248373_RP11-556I14.1	ENSG00000248373		4
ENSG00000251259	5758	ENSG00000251259_AC004069.2	ENSG00000251259		4
ENSG00000168769	5759	ENSG00000168769_TET2	ENSG00000168769	TET2	4
ENSG00000251586	5760	ENSG00000251586_TET2-AS1	ENSG00000251586	TET2-AS1	4
ENSG00000138777	5761	ENSG00000138777_PPA2	ENSG00000138777	PPA2	4
ENSG00000236699	5762	ENSG00000236699_ARHGEF38	ENSG00000236699	ARHGEF38	4
ENSG00000138785	5763	ENSG00000138785_INTS12	ENSG00000138785	INTS12	4
ENSG00000138780	5764	ENSG00000138780_GSTCD	ENSG00000138780	GSTCD	4
ENSG00000249635	5765	ENSG00000249635_RP11-710F7.3	ENSG00000249635		4
ENSG00000145348	5766	ENSG00000145348_TBCK	ENSG00000145348	TBCK	4
ENSG00000164022	5767	ENSG00000164022_AIMP1	ENSG00000164022	AIMP1	4
ENSG00000138801	5768	ENSG00000138801_PAPSS1	ENSG00000138801	PAPSS1	4
ENSG00000164023	5769	ENSG00000164023_SGMS2	ENSG00000164023	SGMS2	4
ENSG00000245293	5770	ENSG00000245293_RP11-286E11.1	ENSG00000245293		4
ENSG00000155016	5771	ENSG00000155016_CYP2U1	ENSG00000155016	CYP2U1	4
ENSG00000249604	5772	ENSG00000249604_RP11-286E11.2	ENSG00000249604		4
ENSG00000138796	5773	ENSG00000138796_HADH	ENSG00000138796	HADH	4
ENSG00000138795	5774	ENSG00000138795_LEF1	ENSG00000138795	LEF1	4
ENSG00000234492	5775	ENSG00000234492_RPL34-AS1	ENSG00000234492	RPL34-AS1	4
ENSG00000109475	5776	ENSG00000109475_RPL34	ENSG00000109475	RPL34	4
ENSG00000198856	5777	ENSG00000198856_OSTC	ENSG00000198856	OSTC	4
ENSG00000164089	5778	ENSG00000164089_ETNPPL	ENSG00000164089	ETNPPL	4
ENSG00000188517	5779	ENSG00000188517_COL25A1	ENSG00000188517	COL25A1	4
ENSG00000247950	5780	ENSG00000247950_SEC24B-AS1	ENSG00000247950	SEC24B-AS1	4
ENSG00000138802	5781	ENSG00000138802_SEC24B	ENSG00000138802	SEC24B	4
ENSG00000005059	5782	ENSG00000005059_CCDC109B	ENSG00000005059	MCUB	4
ENSG00000138794	5783	ENSG00000138794_CASP6	ENSG00000138794	CASP6	4
ENSG00000123739	5784	ENSG00000123739_PLA2G12A	ENSG00000123739	PLA2G12A	4
ENSG00000205403	5785	ENSG00000205403_CFI	ENSG00000205403	CFI	4
ENSG00000272795	5786	ENSG00000272795_RP11-602N24.3	ENSG00000272795		4
ENSG00000109534	5787	ENSG00000109534_GAR1	ENSG00000109534	GAR1	4
ENSG00000180245	5788	ENSG00000180245_RRH	ENSG00000180245	RRH	4
ENSG00000183423	5789	ENSG00000183423_LRIT3	ENSG00000183423	LRIT3	4
ENSG00000138798	5790	ENSG00000138798_EGF	ENSG00000138798	EGF	4
ENSG00000170522	5791	ENSG00000170522_ELOVL6	ENSG00000170522	ELOVL6	4
ENSG00000138792	5792	ENSG00000138792_ENPEP	ENSG00000138792	ENPEP	4
ENSG00000250103	5793	ENSG00000250103_RP11-380D23.2	ENSG00000250103	PANCR	4
ENSG00000164093	5794	ENSG00000164093_PITX2	ENSG00000164093	PITX2	4
ENSG00000248432	5795	ENSG00000248432_RP11-269F21.2	ENSG00000248432		4
ENSG00000249815	5796	ENSG00000249815_RP11-269F21.3	ENSG00000249815		4
ENSG00000174749	5797	ENSG00000174749_C4orf32	ENSG00000174749	FAM241A	4
ENSG00000260526	5798	ENSG00000260526_RP11-73K9.2	ENSG00000260526		4
ENSG00000138660	5799	ENSG00000138660_AP1AR	ENSG00000138660	AP1AR	4
ENSG00000272567	5800	ENSG00000272567_RP11-73K9.3	ENSG00000272567		4
ENSG00000145365	5801	ENSG00000145365_TIFA	ENSG00000145365	TIFA	4
ENSG00000073331	5802	ENSG00000073331_ALPK1	ENSG00000073331	ALPK1	4
ENSG00000178403	5803	ENSG00000178403_NEUROG2	ENSG00000178403	NEUROG2	4
ENSG00000249509	5804	ENSG00000249509_RP11-402J6.1	ENSG00000249509		4
ENSG00000138658	5805	ENSG00000138658_C4orf21	ENSG00000138658	ZGRF1	4
ENSG00000174720	5806	ENSG00000174720_LARP7	ENSG00000174720	LARP7	4
ENSG00000249532	5807	ENSG00000249532_MIR302B	ENSG00000249532	MIR302CHG	4
ENSG00000145349	5808	ENSG00000145349_CAMK2D	ENSG00000145349	CAMK2D	4
